id,razao_social,cnpj_8,municipio,codigo_ibge,natureza_juridica,latitude,longitude,distancia_km,raio_flag,is_target_200km,match_status,match_detail
1875,SECRETARIA MUNICIPAL DE EDUCACAO DE JABORA,06.082.277,JABORA,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1876,SECRETARIA MUNICIPAL DE EDUCACAO,06.082.961,SAO MIGUEL DO OESTE,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1877,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E DESPORTO DE CUNHA PORA",06.084.101,CUNHA PORA,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1878,"SECRETARIA DE EDUCACAO, CULTURA E DESPORTOS DO MUNICIPIO DE SAO JOSE DO CERRITO",06.086.335,SAO JOSE DO CERRITO,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1879,"SECRETARIA MUNICIPAL DE EDUCACAO CULTURA , ESPORTES E TURISMO",06.087.216,ICARA,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1880,FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE PALHOCA,06.139.152,PALHOCA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1881,INSTITUTO DE MEDICINA MEIO AMBIENTE E NATUROLOGIA,06.143.781,MORRO DA FUMACA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1882,INSTITUTO PRESIDENTE GETULIO 100 ANOS,06.218.528,PRESIDENTE GETULIO,,Órgão Público Autônomo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1883,FUNDACAO MUNICIPAL DE CULTURA E TURISMO DE SAO JOSE,06.320.870,SAO JOSE,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1884,FUNDACAO EDUCACIONAL MUNICIPAL,07.159.202,SAO JOSE,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1885,CAMARA MUNICIPAL DE FREI ROGERIO,07.167.096,FREI ROGERIO,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1886,"CONSORCIO INTERESTADUAL E INTERMUNICIPAL DE MUNICIPIOS DE SC, PR E RS, DE SEG. ALIMENTAR, ATENCAO A SANID. AGROP. E DESENVOLVIMENTO LOCAL-CONSAD",07.242.972,SAO MIGUEL DO OESTE,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1887,FUNDACAO MUNICIPAL DE SAUDE E HOSPITALIDADE,07.248.984,SAO JOSE,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1888,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE BALNEARIO CAMBORIU,07.252.009,BALNEARIO CAMBORIU,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1889,FUNDACAO MUNICIPAL DE SEGURANCA PUBLICA,07.288.891,SAO JOSE,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1890,CAMARA DE VEREADORES DE AGROLANDIA,07.295.483,AGROLANDIA,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1891,FUNDACAO CULTURAL DE BALNEARIO CAMBORIU,07.349.637,BALNEARIO CAMBORIU,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1892,CAMARA MUNICIPAL DE ANTONIO CARLOS,07.409.010,ANTONIO CARLOS,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1893,CAMARA MUNICIPAL DE ANITAPOLIS,07.417.202,ANITAPOLIS,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1894,FUNDACAO CULTURAL DE CACADOR,07.480.083,CACADOR,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1895,FUNDACAO DE EDUCACAO PROFISSIONAL E ADMINISTRACAO PUBLICA DE ITAJAI,07.492.682,ITAJAI,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1896,CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA REGIAO DA FOZ DO RIO ITAJAI - CIS-AMFRI,07.510.376,ITAJAI,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1897,"SERVICO AUTONOMO MUNICIPAL DE AGUA, ESGOTO E SERVICOS URBANOS (SAMAE)",07.581.720,ICARA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1898,"SERVICO DE INFRAESTRUTURA, SANEAMENTO E ABASTECIMENTO DE AGUA MUNICIPAL",07.585.406,SAO JOAO BATISTA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1899,FUNDACAO JARAGUAENSE DE MEIO AMBIENTE - FUJAMA,07.622.131,JARAGUA DO SUL,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1900,CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DO ALTO URUGUAI CATARINENSE - CIS AMAUC,07.654.807,CONCORDIA,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1901,CAMARA MUNICIPAL DE VEREADORES DE JABORA,07.733.746,JABORA,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1902,FUNDACAO MUNICIPAL DO TRADICIONALISMO,07.751.685,CAPAO ALTO,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1903,FUNDACAO BATISTENSE DE ESPORTES,07.825.719,SAO JOAO BATISTA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1904,EMPRESA MUNICIPAL DE AGUA E SANEAMENTO DE BALNEARIO CAMBORIU,07.854.402,BALNEARIO CAMBORIU,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1905,FUNDACAO DE ACAO SOCIAL DE CHAPECO,07.866.906,CHAPECO,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1906,CAMARA MUNICIPAL DE VEREADORES DE APIUNA,07.883.607,APIUNA,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1907,CENTRO UNIVERSITARIO MUNICIPAL DE SAO JOSE,07.890.009,SAO JOSE,,Órgão Público Autônomo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1908,CAMARA MUNICIPAL DE VEREADORES CAMPO ERE SANTA CATARINA,07.903.173,CAMPO ERE,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1909,FACULDADE MUNICIPAL DE PALHOCA,07.933.452,PALHOCA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1910,CAMARA MUNICIPAL DE PETROLANDIA,08.515.854,PETROLANDIA,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1911,AMASPU-AUTARQUA MUNICIPAL DE ASSISTENCIA A SAUDE DOS FUNCIONARIOS PUBLICOS DE PORTO UNIAO,08.570.805,PORTO UNIAO,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1912,FUNDACAO MUNICIPAL DE DESPORTO,08.668.551,CHAPECO,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1913,FUNDACAO MUNICIPAL DO MEIO AMBIENTE - FUNDEMA,08.771.547,CHAPECO,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1914,COMITE DESPORTIVO MUNICIPAL DE SAO LOURENCO,08.806.026,SAO LOURENCO DO OESTE,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1915,INSTITUTO CULTURAL DE SAO LOURENCO,08.806.043,SAO LOURENCO DO OESTE,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1916,CAMARA MUNICIPAL DE VEREADORES DE GUARUJA DO SUL,09.024.107,GUARUJA DO SUL,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1917,CAMARA DE VEREADORES DE SAO CRISTOVAO DO SUL,09.087.219,SAO CRISTOVAO DO SUL,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1918,CAMARA DE VEREADORES DE SAO BONIFACIO,09.091.895,SAO BONIFACIO,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1919,HOSPITAL MATERNO-INFANTIL SANTA CATARINA,09.187.783,CRICIUMA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1920,"AGENCIA REGULADORA DE SANEAMENTO, ILUMINACAO PUBLICA E MOBILIDADE - AGR TUBARAO",10.157.678,TUBARAO,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1921,FUNDACAO MUNICIPAL DE ESPORTES DE CAMBORIU,10.257.397,CAMBORIU,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1922,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,10.303.107,IMARUI,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1923,FUNDACAO DO MEIO AMBIENTE DE CRICIUMA - FAMCRI,10.427.992,CRICIUMA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1924,CAMARA MUNICIPAL DE VEREADORES DE ITA,10.561.999,ITA,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1925,CAMARA MUNICIPAL DE VEREADORES DE ZORTEA,10.564.489,ZORTEA,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1926,CAMARA MUNICIPAL DE PARAISO,10.568.101,PARAISO,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1927,CAMARA DE VEREADORES DE IBICARE,10.584.004,IBICARE,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1928,CAMARA MUNICIPAL DE VEREADORES DE ARMAZEM,10.585.021,ARMAZEM,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1929,CONSORCIO INTERMUNICIPAL DE GESTAO PUBLICA DO VALE DO ITAPOCU - CIGAMVALI,10.638.878,JARAGUA DO SUL,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1930,FUNDACAO MUNICIPAL DE ESPORTES DE SANTA CECILIA (FME-SC),10.693.825,SANTA CECILIA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1931,FUNDACAO MUNICIPAL DE MEIO AMBIENTE DE BIGUACU,10.949.553,BIGUACU,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1932,CAMARA MUNICIPAL DE AGUAS MORNAS,10.978.121,AGUAS MORNAS,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1933,"FUNDACAO MUNICIPAL DE ESPORTES, TURISMO, CULTURA E LAZER",11.118.076,CORUPA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1934,CONSORCIO INTERMUNICIPAL DE SERVICO SOCIO ASSISTENCIAL DE ALTA COMPLEXIDADE,11.177.407,LINDOIA DO SUL,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1935,CAMARA MUNICIPAL DE VEREADORES DE SAO MIGUEL DA BOA VISTA,11.331.812,SAO MIGUEL DA BOA VISTA,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1936,"AUTARQUIA DE SEGURANCA, TRANSITO E TRANSPORTE DE CRICIUMA - ASTC",11.379.634,CRICIUMA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1937,FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE MORRO DA FUMACA - FUMAF,11.411.583,MORRO DA FUMACA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1938,CAMARA DE VEREADORES DE SAO BERNARDINO,11.431.606,SAO BERNARDINO,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1939,CAMARA MUNICIPAL DE VEREADORES DE JUPIA SC,11.447.594,JUPIA,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1940,IPPUC - INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CAADOR,11.514.935,CACADOR,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1941,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO DE PALHOCA - SAMAE,11.594.126,PALHOCA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1942,SERVICO AUTONOMO MUNICIPAL DE AGUA E SANEAMENTO AMBIENTAL - SAMASA DE TRES BARRAS,11.828.418,TRES BARRAS,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1943,SAMAE - SERVICO AUT MUNICIPAL DE AGUA E ESGOTO DE BALNEARIO GAIVOTA,12.010.094,BALNEARIO GAIVOTA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1944,CONSORCIO DE TURISMO NOS TRILHOS DO CONTESTADO - CONTRILHOS,12.127.493,CACADOR,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1945,CONSORCIO INTERMUNICIPAL DE SEGURANCA COM CIDADANIA COSTA VERDE & MAR,12.212.903,BALNEARIO CAMBORIU,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1946,CAMARA MUNICIPAL DE VEREADORES DE BOTUVERA,12.935.074,BOTUVERA,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1947,CONSELHO COMUNITARIO DE SEGURANCA BALNEARIO CAMBORIU - CENTRO,12.935.589,BALNEARIO CAMBORIU,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1948,SERVICOS DE ABASTECIMENTO DE AGUA E TRATAMENTO DE ESGOTO (SAATE),13.007.598,PRESIDENTE GETULIO,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1949,FUNDACAO AMBIENTAL DO MUNICIPIO DE ARARANGUA - FAMA,13.540.482,ARARANGUA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1950,CONSELHO DA COMUNIDADE DA COMARCA DE BALNEARIO CAMBORIU,13.624.530,BALNEARIO CAMBORIU,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1951,FUNDACAO MUNICIPAL DE DESENVOLVIMENTO SOCIAL DE TUBARAO,13.659.950,TUBARAO,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1952,FUNDACAO MUNICIPAL DE SAUDE DE TUBARAO,13.660.767,TUBARAO,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1953,FUNDACAO MUNICIPAL DE MEIO AMBIENTE,13.660.803,TUBARAO,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1954,FUNDACAO MUNICIPAL DE ESPORTE DE TUBARAO,13.660.914,TUBARAO,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1955,FUNDACAO MUNICIPAL DE EDUCACAO DE TUBARAO,13.667.230,TUBARAO,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1956,COORDENADORIA DE DEFESA CIVIL,14.329.899,ITAJAI,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1957,SECRETARIA DE SEGURANCA E PATRIMONIO,14.496.623,TUBARAO,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1958,AGUAS DE CORUPA,14.797.046,CORUPA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1959,INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS MUNICIPAIS DE TIMBO,14.911.565,TIMBO,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1960,COMISSAO MUNICIPAL DE DEFESA CIVIL - COMDEC DO MUNICPIO DE BOTUVERA,14.950.725,BOTUVERA,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1961,COMISSAO MUNICIPAL DE DEFESA CIVIL - COMDEC,15.009.630,BALNEARIO DE PICARRAS,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1962,COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL,15.053.534,DIONISIO CERQUEIRA,,Órgão Público Autônomo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1963,FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE BRACO DO NORTE,15.199.388,BRACO DO NORTE,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1964,COORDENADORIA MUNICIPAL DE DEFESA CIVIL (COMDEC) DE BRACO DO TROMBUDO,15.268.603,BRACO DO TROMBUDO,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1965,CONSORCIO INTERMUNICIPAL DE ATENCAO A SANIDADE AGROPECUARIA DA REGIAO CARBONIFERA DE SC,15.283.089,ICARA,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1966,FUNDACAO INSTITUTO JOURDAN DE PESQUISA E PLANEJAMENTO PARA O DESENVOLVIMENTO URBANO E ECONOMICO SUSTENTAVEL DE JARAGUA DO SUL,15.343.672,JARAGUA DO SUL,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1967,DEM - DEMOCRATAS,15.722.694,TIMBO GRANDE,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1968,GUARDA MUNICIPAL DE CHAPECO,15.809.039,CHAPECO,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1969,GUARDA MUNICIPAL DE SAO JOSE,15.836.116,SAO JOSE,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1970,COORDENADORIA MUNICIPAL DE DEFESA CIVIL,16.436.708,ANITAPOLIS,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1971,COORDENADORIA MUNICIPAL DE DEFESA CIVIL,16.456.797,PORTO UNIAO,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1972,FUNDACAO EDUCACIONAL E CULTURAL ZORTEIA,16.666.610,ZORTEA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1973,COMISSAO MUNICIPAL DE DEFESA CIVIL - COMDEC DE SAO JOSE - SC,16.773.968,SAO JOSE,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1974,COMISSAO MUNICIPAL DE DEFESA CIVIL - COMDEC,16.811.703,TIMBE DO SUL,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1975,ASSOCIACAO DE DESPORTO AMADOR,17.063.588,TUBARAO,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1976,MUNICIPIO DE BALNEARIO RINCAO,17.243.084,BALNEARIO RINCAO,,Município,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1977,CAMARA MUNICIPAL DE BALNEARIO RINCAO,17.365.235,BALNEARIO RINCAO,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
